pod_id,tName,p0_pod_pls,p1_pod_pls,p2_pod_pls
2018_7_19_v1_d1_grp44_PGA,The Open Championship (United Kingdom),brooks koepka,ian poulter,cameron smith
2018_7_19_v2_d1_grp0_PGA,Barbasol Championship (USA),danny lee,martin flores,arjun atwal
2018_7_19_v1_d1_grp0_PGA,The Open Championship (United Kingdom),andy sullivan,martin kaymer,sandy lyle
2018_7_19_v1_d1_grp37_PGA,The Open Championship (United Kingdom),jason day,haotong li,shota akiyoshi
2018_7_19_v2_d1_grp7_PGA,Barbasol Championship (USA),james hahn,davis love iii,billy hurley iii
2018_7_19_v1_d1_grp43_PGA,The Open Championship (United Kingdom),bubba watson,matt wallace,padraig harrington
2018_7_19_v1_d1_grp48_PGA,The Open Championship (United Kingdom),ryan armour,abraham ancer,masahiro kawamura
2018_7_19_v1_d1_grp24_PGA,The Open Championship (United Kingdom),kodai ichihara,marcus armitage,rhys enoch
2018_7_19_v1_d1_grp12_PGA,The Open Championship (United Kingdom),gary woodland,yusaku miyazato,sung kang
2018_7_19_v1_d1_grp14_PGA,The Open Championship (United Kingdom),pat perez,julian suri,george coetzee
2018_7_19_v1_d1_grp3_PGA,The Open Championship (United Kingdom),shaun norris,danthai boonma,mark calcavecchia
2018_7_19_v1_d2_grp24_PGA,The Open Championship (United Kingdom),brett rumford,jack senior,masanori kobayashi
2018_7_19_v1_d2_grp20_PGA,The Open Championship (United Kingdom),tiger woods,hideki matsuyama,russell knox
2018_7_19_v1_d2_grp21_PGA,The Open Championship (United Kingdom),ryan fox,keegan bradley,jason dufner
2018_7_19_v1_d2_grp45_PGA,The Open Championship (United Kingdom),jon rahm,rickie fowler,chris wood
2018_7_19_v1_d2_grp27_PGA,The Open Championship (United Kingdom),matthew southgate,erik van rooyen,brady schnell
2018_7_19_v1_d2_grp1_PGA,The Open Championship (United Kingdom),charles howell iii,jonas blixt,patton kizzire
2018_7_19_v1_d2_grp15_PGA,The Open Championship (United Kingdom),dylan frittelli,grant forrest,tom lehman
2018_7_19_v1_d2_grp3_PGA,The Open Championship (United Kingdom),ryan moore,byeong hun an,alexander levy
2018_7_19_v1_d2_grp50_PGA,The Open Championship (United Kingdom),rhys enoch,kodai ichihara,marcus armitage
2018_7_19_v1_d2_grp11_PGA,The Open Championship (United Kingdom),jason day,haotong li,shota akiyoshi
2018_7_19_v1_d2_grp9_PGA,The Open Championship (United Kingdom),zach johnson,adam scott,brendan steele
2018_7_19_v1_d2_grp7_PGA,The Open Championship (United Kingdom),rory mcilroy,marc leishman,thorbjorn olesen
2018_7_19_v2_d2_grp6_PGA,Barbasol Championship (USA),brian gay,peter malnati,d.a. points
2018_7_19_v1_d2_grp0_PGA,The Open Championship (United Kingdom),brandt snedeker,cameron davis,sam locke
2018_7_19_v1_d2_grp22_PGA,The Open Championship (United Kingdom),abraham ancer,ryan armour,masahiro kawamura
2018_7_19_v1_d2_grp13_PGA,The Open Championship (United Kingdom),chez reavie,michael kim,ryuko tokimatsu
2018_7_19_v1_d2_grp39_PGA,The Open Championship (United Kingdom),adam hadwin,chesson hadley,ernie els
2018_7_19_v1_d2_grp38_PGA,The Open Championship (United Kingdom),gary woodland,sung kang,yusaku miyazato
2018_7_19_v1_d2_grp26_PGA,The Open Championship (United Kingdom),andy sullivan,martin kaymer,sandy lyle
2018_7_19_v1_d2_grp35_PGA,The Open Championship (United Kingdom),brian harman,yuta ikeda,andrew landry
2018_7_19_v1_d2_grp2_PGA,The Open Championship (United Kingdom),daniel berger,charl schwartzel,tom lewis
2018_7_19_v1_d2_grp40_PGA,The Open Championship (United Kingdom),pat perez,julian suri,george coetzee
2018_7_19_v1_d2_grp34_PGA,The Open Championship (United Kingdom),phil mickelson,rafa cabrera bello,satoshi kodaira
2018_7_19_v1_d2_grp46_PGA,The Open Championship (United Kingdom),paul casey,patrick reed,louis oosthuizen
2018_7_19_v1_d2_grp8_PGA,The Open Championship (United Kingdom),dustin johnson,alex noren,charley hoffman
2018_7_19_v1_d2_grp10_PGA,The Open Championship (United Kingdom),justin thomas,francesco molinari,branden grace
2018_7_19_v2_d2_grp8_PGA,Barbasol Championship (USA),wesley bryan,aaron baddeley,harris english
2018_7_19_v1_d2_grp19_PGA,The Open Championship (United Kingdom),sergio garcia,bryson dechambeau,shubhankar sharma
2018_7_19_v1_d2_grp4_PGA,The Open Championship (United Kingdom),lee westwood,mike hendry,kelly kraft
2018_7_19_v1_d2_grp17_PGA,The Open Championship (United Kingdom),bubba watson,matt wallace,padraig harrington
2018_7_19_v1_d2_grp48_PGA,The Open Championship (United Kingdom),alexander bjork,sanghyun park,yuxin lin
2018_7_19_v1_d2_grp44_PGA,The Open Championship (United Kingdom),justin rose,jordan spieth,kiradech aphibarnrat
2018_7_19_v1_d2_grp37_PGA,The Open Championship (United Kingdom),brandon stone,stewart cink,hideto tanihara
2018_7_19_v1_d2_grp36_PGA,The Open Championship (United Kingdom),webb simpson,si woo kim,nicolai hojgaard
2018_7_19_v1_d2_grp6_PGA,The Open Championship (United Kingdom),matthew fitzpatrick,russell henley,jovan rebula
2018_7_19_v1_d2_grp30_PGA,The Open Championship (United Kingdom),eddie pepperell,kevin chappell,oliver wilson
2018_7_19_v1_d2_grp51_PGA,The Open Championship (United Kingdom),sean crocker,gavin green,ashton turner
2018_7_19_v1_d2_grp14_PGA,The Open Championship (United Kingdom),kyle stanley,nicolas colsaerts,jens dantorp
2018_7_19_v1_d2_grp5_PGA,The Open Championship (United Kingdom),henrik stenson,tommy fleetwood,jimmy walker
2018_7_19_v2_d2_grp5_PGA,Barbasol Championship (USA),danny lee,martin flores,arjun atwal
2018_7_19_v1_d2_grp18_PGA,The Open Championship (United Kingdom),brooks koepka,ian poulter,cameron smith
2018_7_19_v1_d2_grp42_PGA,The Open Championship (United Kingdom),bernhard langer,retief goosen,darren clarke
2018_7_19_v1_d2_grp29_PGA,The Open Championship (United Kingdom),shaun norris,danthai boonma,mark calcavecchia
2018_7_19_v1_d2_grp47_PGA,The Open Championship (United Kingdom),tony finau,xander schauffele,jhonattan vegas
2018_7_19_v1_d2_grp33_PGA,The Open Championship (United Kingdom),thomas pieters,kevin kisner,marcus kinhult
2018_7_19_v1_d2_grp32_PGA,The Open Championship (United Kingdom),tyrrell hatton,patrick cantlay,shane lowry
2018_7_19_v1_d2_grp25_PGA,The Open Championship (United Kingdom),bronson burgoon,matt jones,thomas curtis
2018_7_19_v1_d2_grp23_PGA,The Open Championship (United Kingdom),jordan smith,fabrizio zanotti,jazz janewattananond
2018_7_19_v2_d2_grp7_PGA,Barbasol Championship (USA),david lingmerth,mackenzie hughes,brian stuard
2018_7_19_v1_d2_grp49_PGA,The Open Championship (United Kingdom),zander lombard,haraldur magnus,james robinson
2018_7_19_v1_d2_grp43_PGA,The Open Championship (United Kingdom),matt kuchar,peter uihlein,anirban lahiri
2018_7_26_v0_d1_grp3_PGA,Canadian Open (Canada),gary woodland,fabián gómez,hudson swafford
2018_7_26_v0_d1_grp6_PGA,Canadian Open (Canada),joaquin niemann,byeong hun an,blayne barber
2018_7_26_v0_d1_grp2_PGA,Canadian Open (Canada),tony finau,matt kuchar,kevin kisner
2018_7_26_v0_d1_grp7_PGA,Canadian Open (Canada),brooks koepka,tommy fleetwood,jhonattan vegas
2018_7_26_v0_d1_grp9_PGA,Canadian Open (Canada),keegan bradley,kevin tway,kelly kraft
2018_7_26_v0_d1_grp1_PGA,Canadian Open (Canada),ian poulter,jimmy walker,chris stroud
2018_7_26_v0_d1_grp5_PGA,Canadian Open (Canada),dustin johnson,bubba watson,adam hadwin
2018_7_26_v0_d2_grp8_PGA,Canadian Open (Canada),dustin johnson,bubba watson,adam hadwin
2018_7_26_v0_d2_grp3_PGA,Canadian Open (Canada),keegan bradley,kevin tway,kelly kraft
2018_7_26_v0_d2_grp0_PGA,Canadian Open (Canada),joaquin niemann,byeong hun an,blayne barber
2018_7_26_v0_d2_grp2_PGA,Canadian Open (Canada),charley hoffman,sergio garcia,brandt snedeker
2018_7_26_v0_d2_grp6_PGA,Canadian Open (Canada),tony finau,matt kuchar,kevin kisner
2018_7_26_v0_d2_grp7_PGA,Canadian Open (Canada),gary woodland,hudson swafford,fabián gómez
2018_7_26_v0_d2_grp5_PGA,Canadian Open (Canada),ian poulter,jimmy walker,chris stroud
2018_7_26_v0_d2_grp1_PGA,Canadian Open (Canada),tommy fleetwood,brooks koepka,jhonattan vegas
2018_8_9_v0_d1_grp0_PGA,PGA Championship (USA),ryan fox,eddie pepperell,michael block
2018_8_9_v0_d1_grp11_PGA,PGA Championship (USA),henrik stenson,pat perez,danny willett
2018_8_9_v0_d1_grp47_PGA,PGA Championship (USA),joaquin niemann,daniel berger,jason kokrak
2018_8_9_v0_d1_grp14_PGA,PGA Championship (USA),bryson dechambeau,kiradech aphibarnrat,andy sullivan
2018_8_9_v0_d1_grp13_PGA,PGA Championship (USA),jason day,phil mickelson,keegan bradley
2018_8_9_v0_d1_grp29_PGA,PGA Championship (USA),beau hossler,matt wallace,matt dobyns
2018_8_9_v0_d1_grp28_PGA,PGA Championship (USA),kevin chappell,luke list,marty jertson
2018_8_9_v0_d1_grp31_PGA,PGA Championship (USA),alex noren,matt kuchar,chris wood
2018_8_9_v0_d1_grp16_PGA,PGA Championship (USA),peter uihlein,cameron smith,ryan armour
2018_8_9_v0_d1_grp35_PGA,PGA Championship (USA),tommy fleetwood,marc leishman,satoshi kodaira
2018_8_9_v0_d1_grp24_PGA,PGA Championship (USA),j.j. spaun,mikko korhonen,shawn warren
2018_8_9_v0_d1_grp32_PGA,PGA Championship (USA),emiliano grillo,jorge campillo,ted potter jr
2018_8_9_v0_d1_grp44_PGA,PGA Championship (USA),charley hoffman,russell knox,chez reavie
2018_8_9_v0_d1_grp49_PGA,PGA Championship (USA),andrew landry,justin harding,omar uresti
2018_8_9_v0_d1_grp43_PGA,PGA Championship (USA),paul casey,zach johnson,aaron wise
2018_8_9_v0_d1_grp26_PGA,PGA Championship (USA),russell henley,chesson hadley,danny balin
2018_8_9_v0_d1_grp25_PGA,PGA Championship (USA),julian suri,sungjae im,craig bowden
2018_8_9_v0_d1_grp33_PGA,PGA Championship (USA),dustin johnson,bubba watson,adam scott
2018_8_9_v0_d1_grp17_PGA,PGA Championship (USA),rory mcilroy,justin thomas,tiger woods
2018_8_9_v0_d1_grp20_PGA,PGA Championship (USA),charles howell iii,brian gay,jason schmuhl
2018_8_9_v0_d1_grp9_PGA,PGA Championship (USA),rickie fowler,hideki matsuyama,ian poulter
2018_8_9_v0_d1_grp46_PGA,PGA Championship (USA),seungsu han,michael kim,zach j. johnson
2018_8_9_v0_d1_grp10_PGA,PGA Championship (USA),brian harman,adam hadwin,yuta ikeda
2018_8_9_v0_d1_grp30_PGA,PGA Championship (USA),kyle stanley,nick watney,jaysen hansen
2018_8_9_v0_d1_grp1_PGA,PGA Championship (USA),jamie lovemark,shugo imahira,rich berberian
2018_8_9_v0_d1_grp38_PGA,PGA Championship (USA),jason dufner,y.e. yang,shaun micheel
2018_8_9_v0_d1_grp34_PGA,PGA Championship (USA),paul broadhurst,john daly,ryan vermeer
2018_8_9_v0_d1_grp27_PGA,PGA Championship (USA),whee kim,brandon stone,johan kok
2018_8_9_v0_d1_grp22_PGA,PGA Championship (USA),ollie schniederjans,troy merritt,david muttitt
2018_8_9_v0_d1_grp48_PGA,PGA Championship (USA),anirban lahiri,michael lorenzo-vera,brian smock
2018_8_9_v0_d1_grp8_PGA,PGA Championship (USA),byeong hun an,shane lowry,billy horschel
2018_8_9_v0_d1_grp2_PGA,PGA Championship (USA),austin cook,alexander bjork,craig hocknull
2018_8_9_v0_d1_grp5_PGA,PGA Championship (USA),tony finau,xander schauffele,jim furyk
2018_8_9_v0_d1_grp7_PGA,PGA Championship (USA),martin kaymer,davis love iii,rich beem
2018_8_9_v0_d1_grp36_PGA,PGA Championship (USA),tyrrell hatton,si woo kim,brice garnett
2018_8_9_v0_d1_grp40_PGA,PGA Championship (USA),patrick cantlay,thorbjorn olesen,charl schwartzel
2018_8_9_v0_d1_grp42_PGA,PGA Championship (USA),kevin na,brendan steele,adrian otaegui
2018_8_9_v0_d1_grp19_PGA,PGA Championship (USA),webb simpson,matthew fitzpatrick,jhonattan vegas
2018_8_9_v0_d1_grp51_PGA,PGA Championship (USA),andrew putnam,chris stroud,matt borchert
2018_8_9_v0_d1_grp39_PGA,PGA Championship (USA),sergio garcia,gary woodland,kevin kisner
2018_8_9_v0_d1_grp37_PGA,PGA Championship (USA),brooks koepka,francesco molinari,patrick reed
2018_8_9_v0_d1_grp41_PGA,PGA Championship (USA),justin rose,jordan spieth,jon rahm
2018_8_9_v0_d1_grp50_PGA,PGA Championship (USA),chris kirk,ryuko tokimatsu,ben kern
2018_8_9_v0_d1_grp18_PGA,PGA Championship (USA),j.b. holmes,dylan frittelli,paul dunne
2018_8_9_v0_d1_grp23_PGA,PGA Championship (USA),ross fisher,alexander levy,patton kizzire
2018_8_9_v0_d2_grp15_PGA,PGA Championship (USA),justin rose,jon rahm,jordan spieth
2018_8_9_v0_d2_grp14_PGA,PGA Championship (USA),patrick cantlay,thorbjorn olesen,charl schwartzel
2018_8_9_v0_d2_grp4_PGA,PGA Championship (USA),kyle stanley,nick watney,jaysen hansen
2018_8_9_v0_d2_grp26_PGA,PGA Championship (USA),ryan fox,eddie pepperell,michael block
2018_8_9_v0_d2_grp28_PGA,PGA Championship (USA),austin cook,alexander bjork,craig hocknull
2018_8_9_v0_d2_grp18_PGA,PGA Championship (USA),russell knox,charley hoffman,chez reavie
2018_8_9_v0_d2_grp36_PGA,PGA Championship (USA),brian harman,adam hadwin,yuta ikeda
2018_8_9_v0_d2_grp3_PGA,PGA Championship (USA),beau hossler,matt wallace,matt dobyns
2018_8_9_v0_d2_grp22_PGA,PGA Championship (USA),anirban lahiri,michael lorenzo-vera,brian smock
2018_8_9_v0_d2_grp47_PGA,PGA Championship (USA),branden grace,ryan moore,stewart cink
2018_8_9_v0_d2_grp38_PGA,PGA Championship (USA),jimmy walker,vijay singh,padraig harrington
2018_8_9_v0_d2_grp46_PGA,PGA Championship (USA),brian gay,charles howell iii,jason schmuhl
2018_8_9_v0_d2_grp33_PGA,PGA Championship (USA),martin kaymer,davis love iii,rich beem
2018_8_9_v0_d2_grp6_PGA,PGA Championship (USA),emiliano grillo,jorge campillo,ted potter jr
2018_8_9_v0_d2_grp51_PGA,PGA Championship (USA),julian suri,sungjae im,craig bowden
2018_8_9_v0_d2_grp34_PGA,PGA Championship (USA),byeong hun an,shane lowry,billy horschel
2018_8_9_v0_d2_grp7_PGA,PGA Championship (USA),dustin johnson,bubba watson,adam scott
2018_8_9_v0_d2_grp1_PGA,PGA Championship (USA),brandon stone,whee kim,johan kok
2018_8_9_v0_d2_grp10_PGA,PGA Championship (USA),tyrrell hatton,si woo kim,brice garnett
2018_8_9_v0_d2_grp19_PGA,PGA Championship (USA),thomas pieters,bill haas,kelly kraft
2018_8_9_v0_d2_grp40_PGA,PGA Championship (USA),bryson dechambeau,kiradech aphibarnrat,andy sullivan
2018_8_9_v0_d2_grp16_PGA,PGA Championship (USA),kevin na,brendan steele,adrian otaegui
2018_8_9_v0_d2_grp23_PGA,PGA Championship (USA),justin harding,andrew landry,omar uresti
2018_8_9_v0_d2_grp17_PGA,PGA Championship (USA),zach johnson,paul casey,aaron wise
2018_8_9_v0_d2_grp8_PGA,PGA Championship (USA),paul broadhurst,john daly,ryan vermeer
2018_8_9_v0_d2_grp0_PGA,PGA Championship (USA),russell henley,chesson hadley,danny balin
2018_8_9_v0_d2_grp11_PGA,PGA Championship (USA),brooks koepka,francesco molinari,patrick reed
2018_8_9_v0_d2_grp39_PGA,PGA Championship (USA),jason day,phil mickelson,keegan bradley
2018_8_9_v0_d2_grp35_PGA,PGA Championship (USA),rickie fowler,hideki matsuyama,ian poulter
2018_8_9_v0_d2_grp49_PGA,PGA Championship (USA),ross fisher,patton kizzire,alexander levy
2018_8_9_v0_d2_grp50_PGA,PGA Championship (USA),mikko korhonen,j.j. spaun,shawn warren
2018_8_9_v0_d2_grp25_PGA,PGA Championship (USA),andrew putnam,chris stroud,matt borchert
2018_8_9_v0_d2_grp45_PGA,PGA Championship (USA),webb simpson,matthew fitzpatrick,jhonattan vegas
2018_8_9_v0_d2_grp41_PGA,PGA Championship (USA),shubhankar sharma,scott piercy,jordan smith
2018_8_9_v0_d2_grp20_PGA,PGA Championship (USA),michael kim,seungsu han,zach j. johnson
2018_8_9_v0_d2_grp37_PGA,PGA Championship (USA),henrik stenson,pat perez,danny willett
2018_8_9_v0_d2_grp9_PGA,PGA Championship (USA),tommy fleetwood,marc leishman,satoshi kodaira
2018_8_9_v0_d2_grp42_PGA,PGA Championship (USA),peter uihlein,cameron smith,ryan armour
2018_8_9_v0_d2_grp12_PGA,PGA Championship (USA),jason dufner,y.e. yang,shaun micheel
2018_8_9_v0_d2_grp13_PGA,PGA Championship (USA),gary woodland,kevin kisner,sergio garcia
2018_8_9_v0_d2_grp31_PGA,PGA Championship (USA),tony finau,xander schauffele,jim furyk
2018_8_9_v0_d2_grp5_PGA,PGA Championship (USA),alex noren,matt kuchar,chris wood
2018_8_9_v0_d2_grp24_PGA,PGA Championship (USA),chris kirk,ryuko tokimatsu,ben kern
2018_8_9_v0_d2_grp44_PGA,PGA Championship (USA),dylan frittelli,j.b. holmes,paul dunne
2018_8_9_v0_d2_grp30_PGA,PGA Championship (USA),scott brown,yusaku miyazato,bob sowards
2018_8_9_v0_d2_grp48_PGA,PGA Championship (USA),ollie schniederjans,troy merritt,david muttitt
2018_8_9_v0_d2_grp27_PGA,PGA Championship (USA),jamie lovemark,shugo imahira,rich berberian
2018_8_9_v0_d2_grp2_PGA,PGA Championship (USA),kevin chappell,luke list,marty jertson
2018_8_9_v0_d2_grp21_PGA,PGA Championship (USA),joaquin niemann,daniel berger,jason kokrak
2018_8_16_v0_d1_grp3_PGA,Wyndham Championship (USA),joaquin niemann,martin laird,dominic bozzelli
2018_8_16_v0_d1_grp0_PGA,Wyndham Championship (USA),russell henley,d.a. points,billy hurley iii
2018_8_16_v0_d1_grp6_PGA,Wyndham Championship (USA),matthew fitzpatrick,sean o'hair,retief goosen
2018_8_16_v0_d1_grp4_PGA,Wyndham Championship (USA),jason kokrak,brandon harkins,george mcneill
2018_8_16_v0_d1_grp9_PGA,Wyndham Championship (USA),steve stricker,brice garnett,matt every
2018_8_16_v0_d1_grp1_PGA,Wyndham Championship (USA),hideki matsuyama,brandt snedeker,billy horschel
2018_8_16_v0_d1_grp7_PGA,Wyndham Championship (USA),julian suri,brett stegmaier,kyle thompson
2018_8_16_v0_d1_grp2_PGA,Wyndham Championship (USA),webb simpson,sergio garcia,si woo kim
2018_8_16_v0_d1_grp5_PGA,Wyndham Championship (USA),rafa cabrera bello,kevin tway,sam ryder
2018_8_16_v0_d1_grp8_PGA,Wyndham Championship (USA),ollie schniederjans,ricky barnes,martin piller
2018_8_16_v0_d2_grp2_PGA,Wyndham Championship (USA),russell henley,billy hurley iii,d.a. points
2018_8_16_v0_d2_grp4_PGA,Wyndham Championship (USA),webb simpson,sergio garcia,si woo kim
2018_8_16_v0_d2_grp5_PGA,Wyndham Championship (USA),joaquin niemann,martin laird,dominic bozzelli
2018_8_16_v0_d2_grp6_PGA,Wyndham Championship (USA),jason kokrak,brandon harkins,george mcneill
2018_8_16_v0_d2_grp9_PGA,Wyndham Championship (USA),julian suri,brett stegmaier,kyle thompson
2018_8_16_v0_d2_grp8_PGA,Wyndham Championship (USA),matthew fitzpatrick,sean o'hair,retief goosen
2018_8_16_v0_d2_grp7_PGA,Wyndham Championship (USA),rafa cabrera bello,kevin tway,sam ryder
2018_8_23_v0_d1_grp6_PGA,The Northern Trust (USA),jordan spieth,byeong hun an,beau hossler
2018_8_23_v0_d1_grp5_PGA,The Northern Trust (USA),francesco molinari,webb simpson,bryson dechambeau
2018_8_23_v0_d1_grp1_PGA,The Northern Trust (USA),adam scott,louis oosthuizen,troy merritt
2018_8_23_v0_d1_grp0_PGA,The Northern Trust (USA),hideki matsuyama,kevin chappell,satoshi kodaira
2018_8_23_v0_d1_grp9_PGA,The Northern Trust (USA),jon rahm,patrick cantlay,patton kizzire
2018_8_23_v0_d1_grp4_PGA,The Northern Trust (USA),dustin johnson,justin thomas,brooks koepka
2018_8_23_v0_d1_grp2_PGA,The Northern Trust (USA),matt kuchar,joel dahmen,michael kim
2018_8_23_v0_d1_grp8_PGA,The Northern Trust (USA),jason day,justin rose,bubba watson
2018_8_23_v0_d1_grp3_PGA,The Northern Trust (USA),tiger woods,tommy fleetwood,marc leishman
2018_8_23_v0_d2_grp1_PGA,The Northern Trust (USA),jon rahm,patrick cantlay,patton kizzire
2018_8_23_v0_d2_grp2_PGA,The Northern Trust (USA),hideki matsuyama,kevin chappell,satoshi kodaira
2018_8_23_v0_d2_grp6_PGA,The Northern Trust (USA),adam scott,louis oosthuizen,troy merritt
2018_8_23_v0_d2_grp7_PGA,The Northern Trust (USA),tiger woods,tommy fleetwood,marc leishman
2018_8_23_v0_d2_grp5_PGA,The Northern Trust (USA),bubba watson,jason day,justin rose
2018_8_23_v0_d2_grp3_PGA,The Northern Trust (USA),matt kuchar,joel dahmen,michael kim
2018_8_23_v0_d2_grp0_PGA,The Northern Trust (USA),jordan spieth,byeong hun an,beau hossler
2018_8_23_v0_d2_grp4_PGA,The Northern Trust (USA),dustin johnson,justin thomas,brooks koepka
2018_8_23_v0_d2_grp8_PGA,The Northern Trust (USA),francesco molinari,webb simpson,bryson dechambeau
2018_8_31_v0_d1_grp4_PGA,Dell Technologies Championship (USA),jason day,webb simpson,bubba watson
2018_8_31_v0_d1_grp5_PGA,Dell Technologies Championship (USA),jon rahm,kevin na,patton kizzire
2018_8_31_v0_d1_grp0_PGA,Dell Technologies Championship (USA),jordan spieth,brandt snedeker,xander schauffele
2018_8_31_v0_d1_grp1_PGA,Dell Technologies Championship (USA),tiger woods,marc leishman,chez reavie
2018_8_31_v0_d1_grp9_PGA,Dell Technologies Championship (USA),patrick cantlay,patrick reed,phil mickelson
2018_8_31_v0_d1_grp2_PGA,Dell Technologies Championship (USA),dustin johnson,justin thomas,bryson dechambeau
2018_8_31_v0_d1_grp7_PGA,Dell Technologies Championship (USA),adam scott,andrew putnam,ryan armour
2018_8_31_v0_d1_grp8_PGA,Dell Technologies Championship (USA),brooks koepka,justin rose,tony finau
2018_8_31_v0_d2_grp5_PGA,Dell Technologies Championship (USA),jordan spieth,xander schauffele,brandt snedeker
2018_8_31_v0_d2_grp8_PGA,Dell Technologies Championship (USA),jason day,webb simpson,bubba watson
2018_8_31_v0_d2_grp2_PGA,Dell Technologies Championship (USA),brooks koepka,justin rose,tony finau
2018_8_31_v0_d2_grp6_PGA,Dell Technologies Championship (USA),dustin johnson,justin thomas,bryson dechambeau
2018_8_31_v0_d2_grp1_PGA,Dell Technologies Championship (USA),adam scott,andrew putnam,ryan armour
2018_8_31_v0_d2_grp4_PGA,Dell Technologies Championship (USA),tiger woods,marc leishman,chez reavie
2018_8_31_v0_d2_grp9_PGA,Dell Technologies Championship (USA),jon rahm,kevin na,patton kizzire
2018_9_6_v0_d1_grp22_PGA,BMW Championship (USA) - Play Offs,louis oosthuizen,scott piercy,ted potter jr
2018_9_6_v0_d1_grp5_PGA,BMW Championship (USA) - Play Offs,jon rahm,tommy fleetwood,patton kizzire
2018_9_6_v0_d1_grp12_PGA,BMW Championship (USA) - Play Offs,rafa cabrera bello,kevin kisner,brian harman
2018_9_6_v0_d1_grp21_PGA,BMW Championship (USA) - Play Offs,alex noren,beau hossler,brendan steele
2018_9_6_v0_d1_grp8_PGA,BMW Championship (USA) - Play Offs,abraham ancer,charles howell iii,brian gay
2018_9_6_v0_d1_grp16_PGA,BMW Championship (USA) - Play Offs,justin thomas,brooks koepka,tony finau
2018_9_6_v0_d1_grp1_PGA,BMW Championship (USA) - Play Offs,ian poulter,andrew putnam,ryan armour
2018_9_6_v0_d1_grp15_PGA,BMW Championship (USA) - Play Offs,pat perez,chesson hadley,andrew landry
2018_9_6_v0_d1_grp13_PGA,BMW Championship (USA) - Play Offs,xander schauffele,luke list,austin cook
2018_9_6_v0_d1_grp9_PGA,BMW Championship (USA) - Play Offs,henrik stenson,zach johnson,ryan palmer
2018_9_6_v0_d1_grp14_PGA,BMW Championship (USA) - Play Offs,brandt snedeker,c.t. pan,chez reavie
2018_9_6_v0_d1_grp11_PGA,BMW Championship (USA) - Play Offs,jason kokrak,brice garnett,j.j. spaun
2018_9_6_v0_d1_grp10_PGA,BMW Championship (USA) - Play Offs,peter uihlein,chris kirk,keith mitchell
2018_9_6_v0_d1_grp7_PGA,BMW Championship (USA) - Play Offs,francesco molinari,patrick reed,billy horschel
2018_9_6_v0_d1_grp3_PGA,BMW Championship (USA) - Play Offs,hideki matsuyama,gary woodland,emiliano grillo
2018_9_6_v0_d1_grp4_PGA,BMW Championship (USA) - Play Offs,dustin johnson,justin rose,bryson dechambeau
2018_9_6_v0_d1_grp18_PGA,BMW Championship (USA) - Play Offs,jason day,patrick cantlay,webb simpson
2018_9_6_v0_d1_grp17_PGA,BMW Championship (USA) - Play Offs,rory mcilroy,marc leishman,kevin na
2018_9_6_v0_d1_grp20_PGA,BMW Championship (USA) - Play Offs,tyrrell hatton,keegan bradley,si woo kim
2018_9_6_v0_d2_grp9_PGA,BMW Championship (USA) - Play Offs,alex noren,beau hossler,brendan steele
2018_9_6_v0_d2_grp16_PGA,BMW Championship (USA) - Play Offs,jon rahm,tommy fleetwood,patton kizzire
2018_9_6_v0_d2_grp17_PGA,BMW Championship (USA) - Play Offs,cameron smith,bubba watson,phil mickelson
2018_9_6_v0_d2_grp12_PGA,BMW Championship (USA) - Play Offs,tiger woods,jordan spieth,rickie fowler
2018_9_6_v0_d2_grp6_PGA,BMW Championship (USA) - Play Offs,jason day,webb simpson,patrick cantlay
2018_9_6_v0_d2_grp18_PGA,BMW Championship (USA) - Play Offs,francesco molinari,patrick reed,billy horschel
2018_9_6_v0_d2_grp13_PGA,BMW Championship (USA) - Play Offs,ian poulter,ryan armour,andrew putnam
2018_9_6_v0_d2_grp10_PGA,BMW Championship (USA) - Play Offs,byeong hun an,adam scott,adam hadwin
2018_9_6_v0_d2_grp21_PGA,BMW Championship (USA) - Play Offs,peter uihlein,chris kirk,keith mitchell
2018_9_6_v0_d2_grp2_PGA,BMW Championship (USA) - Play Offs,c.t. pan,brandt snedeker,chez reavie
2018_9_6_v0_d2_grp8_PGA,BMW Championship (USA) - Play Offs,tyrrell hatton,keegan bradley,si woo kim
2018_9_6_v0_d2_grp19_PGA,BMW Championship (USA) - Play Offs,henrik stenson,zach johnson,ryan palmer
2018_9_6_v0_d2_grp15_PGA,BMW Championship (USA) - Play Offs,hideki matsuyama,gary woodland,emiliano grillo
2018_9_6_v0_d2_grp11_PGA,BMW Championship (USA) - Play Offs,louis oosthuizen,scott piercy,ted potter jr
2018_9_6_v0_d2_grp22_PGA,BMW Championship (USA) - Play Offs,j.j. spaun,jason kokrak,brice garnett
2018_9_6_v0_d2_grp5_PGA,BMW Championship (USA) - Play Offs,justin thomas,brooks koepka,tony finau
2018_9_6_v0_d2_grp14_PGA,BMW Championship (USA) - Play Offs,justin rose,dustin johnson,bryson dechambeau
2018_9_6_v0_d2_grp4_PGA,BMW Championship (USA) - Play Offs,rory mcilroy,marc leishman,kevin na
2018_9_6_v0_d2_grp1_PGA,BMW Championship (USA) - Play Offs,xander schauffele,luke list,austin cook
2018_10_4_v0_d1_grp0_PGA,Safeway Open (USA) - Play Offs,kevin streelman,richy werenski,robert garrigus
